Name,Source Columns,Target Columns,Rule,Function,Specification Description,Name,Source Columns,Target Columns,Rule,Function,Specification Description,"testURL","ImplementsFTR"
"MetaTag LoadstagingArea_RAC_TREND","SBA.L_INPUT.<NOSCHEMA>.RACE_TREND","SBA.Team_SAS_VA_016.Staging Library._016_RAC_TREND",,,,,,,,,,,
