Name,Source Columns,Target Columns,Rule,Function,Specification Description,Name,Source Columns,Target Columns,Rule,Function,Specification Description,"testURL","ImplementsFTR"
"MetaTag LoadstagingArea_RAC_FACT","SBA.L_INPUT.<NOSCHEMA>.RACE_FACT","SBA.Team_SAS_VA_016.Staging Library._016_RAC_FACT",,,,,,,,,,,
