+++ BI Server - begin +++
Name, Description
SBA,BI Reporting Server
+++ BI Server - end +++

+++ BI Report - begin +++
Name,Server,Folder,Description
RACE_PROD,SBA,SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD,RACE_PROD[A56RQPC2.AY0001BS]
+++ BI Report - end +++

+++ BI Query - begin +++
Name,Report,Description
DATASOURCE__016_RAC_FACT_GENERAL,RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>,_016_RAC_FACT_GENERAL
+++ BI Query - end +++

+++ BI Collection - begin +++
Name,Model,Description
_016_RAC_FACT_GENERAL,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>,_016_RAC_FACT_GENERAL
+++ BI Collection - end +++

+++ BI Model - begin +++
Name,Report,Description
t016lasr,RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>,_016_RAC_FACT_GENERAL
+++ BI Model - end +++

+++ BI Query Member - begin +++
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.STRUTTURA_L8,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.STRUTTURA_L8,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.STRUTTURA_L8
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.STRUTTURA_L9,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.STRUTTURA_L9,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.STRUTTURA_L9
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.STRUTTURA,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.STRUTTURA,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.STRUTTURA
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_STRUTTURA_L4,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_STRUTTURA_L4,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_STRUTTURA_L4
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV1,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV1,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV1
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV1,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV1,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV1
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV2,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV2,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV2
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV2,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV2,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV2
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV3,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV3,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE_LEV3
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV3,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV3,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV3
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV4,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV4,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV4
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV5,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV5,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE_LEV5
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_BUSINESS_LINE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_BUSINESS_LINE
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_BUSINESS_LINE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_BUSINESS_LINE
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L0,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L0,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L0
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L1,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L1,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L1
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L2,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L2,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE_L2
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DE_PROFIT_CENTRE
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.FLAG_PUBLIC_SECTOR,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.FLAG_PUBLIC_SECTOR,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.FLAG_PUBLIC_SECTOR
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.FLAG_SMALL_BUSINESS,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.FLAG_SMALL_BUSINESS,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.FLAG_SMALL_BUSINESS
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DE_FLAG_ALFA,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DE_FLAG_ALFA,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DE_FLAG_ALFA
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.FLAG_NETWORK,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.FLAG_NETWORK,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.FLAG_NETWORK
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.FLAG_MESE_CORRENTE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.FLAG_MESE_CORRENTE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.FLAG_MESE_CORRENTE
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.GG_INIZIO_ANNO,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.GG_INIZIO_ANNO,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.GG_INIZIO_ANNO
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.GG_INIZIO_MESE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.GG_INIZIO_MESE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.GG_INIZIO_MESE
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_MOL_TOT,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_MOL_TOT,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_MOL_TOT
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_EQ_REB,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_EQ_REB,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_EQ_REB
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_CT2,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_CT2,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_CT2
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_EL_REG,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_EL_REG,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_EL_REG
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_SEVA,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_SEVA,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_SEVA
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.NUM_RWA,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.NUM_RWA,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.NUM_RWA
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.EAD_REG,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.EAD_REG,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.EAD_REG
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_ABS_CAP_T1,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_ABS_CAP_T1,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_ABS_CAP_T1
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_MOL_TOT_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_MOL_TOT_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_MOL_TOT_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_EQ_REB_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_EQ_REB_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_EQ_REB_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_CT2_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_CT2_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_CT2_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_EL_REG_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_EL_REG_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_EL_REG_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_SEVA_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_SEVA_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_SEVA_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.NUM_RWA_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.NUM_RWA_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.NUM_RWA_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.IM_ABS_CAP_T1_YTD,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.IM_ABS_CAP_T1_YTD,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.IM_ABS_CAP_T1_YTD
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DT_PERIODO_RIFERIMENTO,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DT_PERIODO_RIFERIMENTO,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DT_PERIODO_RIFERIMENTO
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_STRUTTURA_L4,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_STRUTTURA_L4,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_STRUTTURA_L4
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DT_AGGIORNAMENTO,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DT_AGGIORNAMENTO,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DT_AGGIORNAMENTO
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.TIPO_DATO,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.TIPO_DATO,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.TIPO_DATO
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.NDG,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.NDG,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.NDG
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_STRUTTURA_L3,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_STRUTTURA_L3,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_STRUTTURA_L3
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_STRUTTURA,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_STRUTTURA,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_STRUTTURA
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.FLAG_SHADOW,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.FLAG_SHADOW,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.FLAG_SHADOW
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CO_STRUTTURA_L5,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CO_STRUTTURA_L5,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CO_STRUTTURA_L5
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_STRUTTURA_L5,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_STRUTTURA_L5,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_STRUTTURA_L5
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.NDG_Gruppo,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.NDG_Gruppo,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.NDG_Gruppo
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.DL_CANALE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.DL_CANALE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.DL_CANALE
RACE_PROD<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Report/RACE/RACE_PROD>.DATASOURCE__016_RAC_FACT_GENERAL.CANALE,t016lasr<SBA/SBA/Business Governance Application Environment/Team_SAS_VA_016/Data/Memory/Team_SAS_VA_016 - Memory Library>._016_RAC_FACT_GENERAL.CANALE,SBA.Team_SAS_VA_016<dbms=Relational::instance=file>.Memory Library._016_RAC_FACT_GENERAL.CANALE
