+++ Host - begin +++
Name, Description
SBA,BI Reporting Host
+++ Host - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
Team_SAS_VA_016,SBA,Team_SAS_VA_016,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
Memory Library,SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
NNII_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NNII_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NNII_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NII_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NNII_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NNII_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NNII_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
NNII, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
RWA_AVG, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
DL_BUSINESS_LINE_LEV2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
DL_BUSINESS_LINE_LEV3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
DT_AGG, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
DL_BUSINESS_LINE_LEV5, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
DL_BUSINESS_LINE_LEV4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_TREND,, , , , , , , , , , 
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
Team_SAS_VA_016,SBA,Team_SAS_VA_016,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
Staging Library,SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Staging Library
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
_016_RAC_TREND,SBA,Team_SAS_VA_016 - Staging Library,Staging Library,_016_RAC_TREND
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
L_INPUT,SBA,L_INPUT,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
<NOSCHEMA>,SBA,L_INPUT<dbms=Relational::instance=file>,<NOSCHEMA>
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
RACE_TREND,SBA,L_INPUT,<NOSCHEMA>,RACE_TREND
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
Team_SAS_VA_016,SBA,Team_SAS_VA_016,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
Memory Library,SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
_016_RAC_CORP,SBA,Team_SAS_VA_016 - Memory Library,Memory Library,_016_RAC_CORP
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
CO_BUSINESS_LINE_LEV3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_STRUTTURA_L2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_STRUTTURA_L3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_STRUTTURA_L4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_STRUTTURA_L5, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_STRUTTURA, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_TP_PROD, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,PRODOTTO, , , , , , , , , , 
CO_CUS, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
GRUPPO_RISCHIO, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_SHAD_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
SEVA_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_SHAD_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
SEVA_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CLUSTER, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_BUSINESS_LINE_ACTUAL, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
SEVA_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
RWA_EOP_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,RWA EOP AP, , , , , , , , , , 
GG_PROGR_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
DESCRIZIONE_CLIENTE, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
RWA_EOP_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,RWA  EOP AC, , , , , , , , , , 
DT_RIF, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_SHAD_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EAD_REG_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,EAD AC, , , , , , , , , , 
SEVA_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_SHAD_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
SEVA_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EAD_REG_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
DESCRIZIONE_GRUPPO, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
GG_ANNO_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
SEVA_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
SEVA_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
RWA_EOP_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
GG_ANNO_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_CLUSTER, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EAD_REG_TOT_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,EAD AP, , , , , , , , , , 
NUM_RWA_SHAD_Q2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_SHAD_PRM_AC, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_SHAD_PRM_AP, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
EL_SHAD_Q4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
MOL_Q1, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
NUM_RWA_SHAD_Q3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
CO_CUS9, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
GRUPPO_RISCHIO9, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
DE_STRUTTURA_L3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
DE_STRUTTURA_L2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_CORP,, , , , , , , , , , 
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
Team_SAS_VA_016,SBA,Team_SAS_VA_016,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
Staging Library,SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Staging Library
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
_016_RAC_CORP,SBA,Team_SAS_VA_016 - Staging Library,Staging Library,_016_RAC_CORP
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
L_INPUT,SBA,L_INPUT,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
<NOSCHEMA>,SBA,L_INPUT<dbms=Relational::instance=file>,<NOSCHEMA>
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
RACE_CORP,SBA,L_INPUT,<NOSCHEMA>,RACE_CORP
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
Team_SAS_VA_016,SBA,Team_SAS_VA_016,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
Memory Library,SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
_016_RAC_BDG,SBA,Team_SAS_VA_016 - Memory Library,Memory Library,_016_RAC_BDG
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
CO_STRUTTURA, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DT_PERIODO_RIFERIMENTO, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CO_BUSINESS_LINE_ACTUAL, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CO_RUOLO, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DL_CANALE, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
BL_L4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
BL_L5, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DL_BUSINESS_LINE_LEV2, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DL_BUSINESS_LINE_LEV3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CO_STRUTTURA_L3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CO_STRUTTURA_L5, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CO_STRUTTURA_L6, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DE_STRUTTURA, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DE_STRUTTURA_L3, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DE_STRUTTURA_L5, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DE_STRUTTURA_L6, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
IM_MOL_TOT_YTD, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
IM_EL_REG_YTD, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
GG_PROGR, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
NUM_RWA_YTD, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
BDG_EL_ANN, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CANALE, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
BDG_RWA_AVG, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
DE_STRUTTURA_L4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
CO_STRUTTURA_L4, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
BDG_MOL_ANN, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
FLAG_SHADOW, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
FAST_LOAD_INDEX, SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Memory Library,_016_RAC_BDG,, , , , , , , , , , 
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
Team_SAS_VA_016,SBA,Team_SAS_VA_016,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
Staging Library,SBA,Team_SAS_VA_016<dbms=Relational::instance=file>,Staging Library
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
_016_RAC_BDG,SBA,Team_SAS_VA_016 - Staging Library,Staging Library,_016_RAC_BDG
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
+++ Database Column - end +++

+++ Database - begin +++
Name,Host,Description,Vendor,Version,Instance,Location,DBMS
L_INPUT,SBA,L_INPUT,,,file,Lab,Relational
+++ Database - end +++

+++ Schema - begin +++
Name,Host,Database,Description
<NOSCHEMA>,SBA,L_INPUT<dbms=Relational::instance=file>,<NOSCHEMA>
+++ Schema - end +++

+++ Database Table - begin +++
Name,Host,Database,Schema,Description
RACE_BDG,SBA,L_INPUT,<NOSCHEMA>,RACE_BDG
+++ Database Table - end +++

+++ Database Column - begin +++
Name,Host,Database,Schema,Table,Description,ODBC Type,Data Type,Native Type,Length,Minimum Length,Unique,Nullability,Fraction,Position,Level Number
+++ Database Column - end +++

