Name,Source Columns,Target Columns,Rule,Function,Specification Description,Name,Source Columns,Target Columns,Rule,Function,Specification Description,"testURL","ImplementsFTR"
"Join","SBA.WORK.<NOSCHEMA>.Join, SBA.Team_SAS_VA_016.Staging Library.Dim_business_line_custom","SBA.WORK.<NOSCHEMA>.Join",,,,,,,,,,,
