Name,Source Columns,Target Columns,Rule,Function,Specification Description,Name,Source Columns,Target Columns,Rule,Function,Specification Description,"testURL","ImplementsFTR"
"Join","SBA.Team_SAS_VA_016.Staging Library._016_RAC_FACT, SBA.Team_SAS_VA_016.Staging Library.NAS016_DIM_BUSINESS_LINE","SBA.WORK.<NOSCHEMA>.Join",,,,,,,,,,,
